Order ID,Order Date,Ship Date,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Customer Name,Segment
OD-2019408,2022-04-26,2022-05-02,Central,Furniture,Chairs & Tables,Filing Cabinet,64.75,3,0.0,19.09,Customer 254,Consumer
OD-2019409,2020-12-06,2020-12-12,Central,Office Supplies,Stationery,Markers,529.4,1,0.1,55.42,Customer 164,Home Office
OD-2019410,2021-05-02,2021-05-06,North,Furniture,Chairs & Tables,Bookcase,4867.26,4,0.15,541.14,Customer 95,Home Office
OD-2019411,2021-08-27,2021-08-29,West,Furniture,Chairs & Tables,Bookcase,116.59,4,0.1,8.14,Customer 238,Consumer
OD-2019412,2022-02-25,2022-03-01,Central,Technology,Gadgets,Bluetooth Headset,98.01,2,0.0,17.06,Customer 69,Corporate
OD-2019413,2020-05-12,2020-05-15,East,Furniture,Chairs & Tables,Bookcase,105.17,5,0.0,23.09,Customer 231,Corporate
OD-2019414,2019-07-09,2019-07-14,East,Office Supplies,Stationery,Pen Set,1065.43,5,0.2,153.54,Customer 138,Corporate
OD-2019415,2022-10-11,2022-10-16,East,Office Supplies,Stationery,Notebook Pack,1522.99,2,0.0,408.07,Customer 97,Home Office
OD-2019416,2023-01-23,2023-01-29,North,Office Supplies,Stationery,Pen Set,72.74,1,0.05,20.04,Customer 107,Corporate
OD-2019417,2020-09-12,2020-09-13,East,Furniture,Chairs & Tables,Wooden Desk,1591.53,3,0.15,317.63,Customer 246,Consumer
OD-2019418,2022-11-25,2022-11-30,North,Office Supplies,Stationery,Pen Set,91.9,3,0.15,16.89,Customer 123,Home Office
OD-2019419,2020-10-20,2020-10-27,North,Technology,Gadgets,Wireless Mouse,1788.79,2,0.15,81.06,Customer 274,Home Office
OD-2019420,2021-01-05,2021-01-08,Central,Technology,Gadgets,Laptop Pro 15,33.05,1,0.1,8.24,Customer 255,Corporate
OD-2019421,2019-07-21,2019-07-28,South,Office Supplies,Stationery,Markers,292.48,3,0.05,67.52,Customer 105,Corporate
OD-2019422,2020-10-02,2020-10-06,West,Furniture,Chairs & Tables,Office Table,596.07,2,0.0,148.37,Customer 75,Consumer
OD-2019423,2020-06-18,2020-06-23,North,Office Supplies,Stationery,Paper Reams,4295.67,5,0.05,1176.35,Customer 152,Consumer
OD-2019424,2020-02-06,2020-02-09,Central,Furniture,Chairs & Tables,Filing Cabinet,85.41,4,0.05,19.69,Customer 126,Corporate
OD-2019425,2022-02-01,2022-02-07,South,Office Supplies,Stationery,Stapler,4249.19,5,0.1,883.58,Customer 251,Home Office
OD-2019426,2022-08-07,2022-08-13,West,Technology,Gadgets,Wireless Mouse,64.23,2,0.0,9.42,Customer 181,Consumer
OD-2019427,2019-10-14,2019-10-20,West,Office Supplies,Stationery,Markers,490.09,3,0.15,143.55,Customer 278,Home Office
OD-2019428,2019-05-01,2019-05-06,East,Furniture,Chairs & Tables,Office Chair,395.05,5,0.05,35.37,Customer 4,Corporate
OD-2019429,2019-10-09,2019-10-16,East,Office Supplies,Stationery,Pen Set,199.43,1,0.05,13.03,Customer 78,Consumer
OD-2019430,2020-03-23,2020-03-28,East,Technology,Gadgets,Laptop Pro 15,5295.92,4,0.15,629.46,Customer 248,Home Office
OD-2019431,2021-09-26,2021-09-27,Central,Furniture,Chairs & Tables,Office Table,21.55,1,0.05,2.12,Customer 211,Consumer
OD-2019432,2019-02-04,2019-02-09,Central,Office Supplies,Stationery,Stapler,5270.39,4,0.25,438.29,Customer 147,Consumer
OD-2019433,2021-10-25,2021-11-01,West,Office Supplies,Stationery,Markers,3254.09,4,0.0,186.32,Customer 55,Consumer
OD-2019434,2021-12-09,2021-12-11,Central,Furniture,Chairs & Tables,Wooden Desk,790.21,5,0.0,262.51,Customer 270,Corporate
OD-2019435,2023-07-28,2023-07-31,East,Technology,Gadgets,Wireless Mouse,103.59,2,0.2,25.08,Customer 192,Corporate
OD-2019436,2021-07-29,2021-08-03,South,Furniture,Chairs & Tables,Wooden Desk,416.45,5,0.05,77.1,Customer 42,Home Office
OD-2019437,2023-10-24,2023-10-30,North,Furniture,Chairs & Tables,Office Chair,144.0,2,0.2,37.19,Customer 195,Corporate
OD-2019438,2022-02-05,2022-02-09,West,Furniture,Chairs & Tables,Office Chair,82.73,1,0.0,19.28,Customer 43,Corporate
OD-2019439,2023-09-28,2023-10-02,Central,Office Supplies,Stationery,Stapler,2200.55,4,0.1,667.4,Customer 49,Home Office
OD-2019440,2019-03-29,2019-03-31,North,Furniture,Chairs & Tables,Office Table,3220.6,4,0.0,399.66,Customer 139,Consumer
OD-2019441,2019-06-02,2019-06-08,Central,Technology,Gadgets,Bluetooth Headset,1373.96,4,0.05,233.21,Customer 17,Consumer
OD-2019442,2023-10-08,2023-10-11,Central,Furniture,Chairs & Tables,Wooden Desk,144.46,1,0.05,8.25,Customer 74,Home Office
OD-2019443,2023-08-09,2023-08-13,West,Furniture,Chairs & Tables,Bookcase,135.75,4,0.0,28.47,Customer 289,Consumer
OD-2019444,2022-03-06,2022-03-13,South,Technology,Gadgets,Bluetooth Headset,1223.36,1,0.2,55.34,Customer 197,Home Office
OD-2019445,2019-10-14,2019-10-21,Central,Office Supplies,Stationery,Notebook Pack,219.51,3,0.2,29.51,Customer 178,Consumer
OD-2019446,2019-07-20,2019-07-24,South,Furniture,Chairs & Tables,Office Chair,601.22,2,0.15,176.0,Customer 204,Corporate
OD-2019447,2019-03-02,2019-03-08,North,Technology,Gadgets,Wireless Mouse,216.17,2,0.0,47.47,Customer 117,Corporate
OD-2019448,2022-02-06,2022-02-10,Central,Technology,Gadgets,Samsung Galaxy S21,171.66,3,0.1,23.92,Customer 195,Consumer
OD-2019449,2023-05-01,2023-05-06,East,Technology,Gadgets,Samsung Galaxy S21,19.6,1,0.0,2.46,Customer 43,Corporate
OD-2019450,2019-11-12,2019-11-16,North,Office Supplies,Stationery,Pen Set,22.92,1,0.0,3.92,Customer 163,Corporate
OD-2019451,2019-08-07,2019-08-08,North,Furniture,Chairs & Tables,Bookcase,1662.51,3,0.05,369.37,Customer 185,Corporate
OD-2019452,2019-07-29,2019-07-31,North,Furniture,Chairs & Tables,Wooden Desk,41.43,2,0.0,10.33,Customer 230,Home Office
OD-2019453,2022-02-10,2022-02-15,East,Technology,Gadgets,iPhone 13,29.09,1,0.2,4.38,Customer 46,Corporate
OD-2019454,2022-02-09,2022-02-10,South,Office Supplies,Stationery,Paper Reams,1328.87,4,0.0,208.36,Customer 198,Consumer
OD-2019455,2020-08-20,2020-08-24,Central,Technology,Gadgets,iPhone 13,166.09,3,0.0,21.19,Customer 125,Home Office
OD-2019456,2021-12-03,2021-12-05,West,Office Supplies,Stationery,Markers,3251.34,4,0.15,568.8,Customer 72,Corporate
OD-2019457,2020-09-08,2020-09-11,East,Technology,Gadgets,Samsung Galaxy S21,736.74,5,0.0,246.06,Customer 86,Corporate
OD-2019458,2020-07-19,2020-07-23,East,Technology,Gadgets,Wireless Mouse,1698.55,2,0.1,119.61,Customer 185,Corporate
OD-2019459,2020-05-20,2020-05-26,Central,Office Supplies,Stationery,Markers,905.84,3,0.05,249.13,Customer 101,Corporate
OD-2019460,2019-08-08,2019-08-10,North,Technology,Gadgets,iPhone 13,891.54,4,0.05,239.42,Customer 171,Home Office
OD-2019461,2021-02-17,2021-02-24,South,Technology,Gadgets,Wireless Mouse,3566.71,3,0.05,461.3,Customer 221,Home Office
OD-2019462,2022-05-02,2022-05-04,Central,Technology,Gadgets,Laptop Pro 15,2131.04,4,0.1,555.0,Customer 103,Corporate
OD-2019463,2020-10-05,2020-10-07,South,Technology,Gadgets,Laptop Pro 15,1663.23,2,0.1,149.41,Customer 252,Home Office
OD-2019464,2023-05-21,2023-05-23,South,Technology,Gadgets,Wireless Mouse,169.42,3,0.0,34.24,Customer 202,Corporate
OD-2019465,2019-08-22,2019-08-27,Central,Furniture,Chairs & Tables,Office Table,76.53,4,0.05,19.61,Customer 93,Home Office
OD-2019466,2023-04-22,2023-04-27,West,Furniture,Chairs & Tables,Filing Cabinet,311.42,3,0.1,21.03,Customer 225,Corporate
OD-2019467,2023-08-30,2023-09-05,North,Furniture,Chairs & Tables,Filing Cabinet,1261.25,1,0.25,165.85,Customer 72,Home Office
OD-2019468,2020-09-12,2020-09-14,North,Technology,Gadgets,Samsung Galaxy S21,547.52,5,0.0,191.15,Customer 194,Consumer
OD-2019469,2021-07-08,2021-07-13,North,Technology,Gadgets,Bluetooth Headset,2357.87,2,0.0,513.84,Customer 274,Home Office
OD-2019470,2023-11-17,2023-11-23,East,Technology,Gadgets,Bluetooth Headset,82.04,1,0.2,4.85,Customer 185,Home Office
OD-2019471,2023-07-22,2023-07-27,East,Office Supplies,Stationery,Notebook Pack,246.87,5,0.2,58.4,Customer 128,Home Office
OD-2019472,2022-09-23,2022-09-26,East,Furniture,Chairs & Tables,Office Table,327.61,2,0.0,62.69,Customer 289,Home Office
OD-2019473,2022-10-19,2022-10-25,North,Technology,Gadgets,Laptop Pro 15,2043.12,4,0.05,579.33,Customer 55,Consumer
OD-2019474,2019-07-21,2019-07-24,Central,Furniture,Chairs & Tables,Office Table,3196.38,4,0.0,243.42,Customer 286,Home Office
OD-2019475,2022-11-09,2022-11-14,South,Furniture,Chairs & Tables,Filing Cabinet,103.4,1,0.2,22.49,Customer 201,Corporate
OD-2019476,2023-05-01,2023-05-07,West,Office Supplies,Stationery,Paper Reams,1716.41,2,0.05,363.91,Customer 177,Consumer
OD-2019477,2021-09-15,2021-09-16,East,Technology,Gadgets,Wireless Mouse,111.12,1,0.15,11.92,Customer 60,Home Office
OD-2019478,2019-10-18,2019-10-21,North,Technology,Gadgets,Laptop Pro 15,82.34,1,0.0,11.9,Customer 106,Home Office
OD-2019479,2021-09-16,2021-09-19,North,Technology,Gadgets,iPhone 13,786.74,4,0.1,246.07,Customer 232,Corporate
OD-2019480,2019-05-18,2019-05-21,East,Furniture,Chairs & Tables,Office Chair,252.74,3,0.0,39.96,Customer 176,Home Office
OD-2019481,2019-08-12,2019-08-18,Central,Furniture,Chairs & Tables,Wooden Desk,275.66,5,0.05,72.74,Customer 90,Home Office
OD-2019482,2019-11-24,2019-11-27,North,Office Supplies,Stationery,Markers,88.26,4,0.15,18.72,Customer 119,Corporate
OD-2019483,2022-07-13,2022-07-15,North,Furniture,Chairs & Tables,Filing Cabinet,113.14,2,0.1,22.21,Customer 15,Home Office
OD-2019484,2022-06-11,2022-06-13,North,Technology,Gadgets,Bluetooth Headset,93.55,3,0.05,27.49,Customer 200,Consumer
OD-2019485,2022-12-14,2022-12-16,East,Furniture,Chairs & Tables,Bookcase,171.8,3,0.0,30.37,Customer 296,Consumer
OD-2019486,2023-06-26,2023-07-03,South,Office Supplies,Stationery,Pen Set,329.39,1,0.2,35.31,Customer 167,Consumer
OD-2019487,2021-07-26,2021-07-27,Central,Technology,Gadgets,Wireless Mouse,57.23,1,0.15,12.64,Customer 161,Home Office
OD-2019488,2021-03-06,2021-03-11,East,Technology,Gadgets,Bluetooth Headset,343.91,4,0.1,67.4,Customer 179,Corporate
OD-2019489,2023-09-28,2023-10-02,South,Office Supplies,Stationery,Pen Set,845.23,4,0.1,140.69,Customer 44,Home Office
OD-2019490,2019-10-02,2019-10-05,South,Furniture,Chairs & Tables,Wooden Desk,363.49,5,0.0,19.53,Customer 60,Consumer
OD-2019491,2021-02-03,2021-02-09,North,Furniture,Chairs & Tables,Office Table,2229.81,4,0.0,262.91,Customer 215,Home Office
OD-2019492,2019-10-10,2019-10-15,West,Technology,Gadgets,Wireless Mouse,72.22,1,0.2,18.09,Customer 250,Home Office
OD-2019493,2022-01-05,2022-01-11,Central,Office Supplies,Stationery,Pen Set,846.35,5,0.0,62.37,Customer 86,Corporate
OD-2019494,2020-08-14,2020-08-16,North,Furniture,Chairs & Tables,Bookcase,100.71,5,0.05,12.47,Customer 28,Corporate
OD-2019495,2019-01-20,2019-01-24,North,Furniture,Chairs & Tables,Wooden Desk,210.86,2,0.0,63.13,Customer 288,Home Office
OD-2019496,2022-08-30,2022-09-03,North,Technology,Gadgets,Wireless Mouse,65.85,3,0.05,3.74,Customer 228,Corporate
OD-2019497,2019-12-09,2019-12-10,West,Office Supplies,Stationery,Notebook Pack,57.78,3,0.25,2.49,Customer 150,Consumer
OD-2019498,2020-07-16,2020-07-18,West,Office Supplies,Stationery,Stapler,622.15,4,0.15,121.94,Customer 235,Home Office
OD-2019499,2023-03-01,2023-03-08,Central,Technology,Gadgets,Bluetooth Headset,155.8,2,0.1,33.57,Customer 58,Home Office
OD-2019500,2019-08-22,2019-08-25,Central,Office Supplies,Stationery,Stapler,2181.05,4,0.0,444.3,Customer 22,Home Office
OD-2019501,2021-06-22,2021-06-27,East,Furniture,Chairs & Tables,Filing Cabinet,308.07,4,0.05,71.9,Customer 127,Corporate
OD-2019502,2023-11-27,2023-11-28,South,Technology,Gadgets,Laptop Pro 15,642.08,2,0.15,110.18,Customer 45,Corporate
OD-2019503,2023-11-08,2023-11-09,Central,Furniture,Chairs & Tables,Wooden Desk,30.67,1,0.05,1.86,Customer 180,Home Office
OD-2019504,2022-06-03,2022-06-09,Central,Technology,Gadgets,Samsung Galaxy S21,2746.34,3,0.0,534.47,Customer 72,Consumer
OD-2019505,2023-07-25,2023-07-27,South,Furniture,Chairs & Tables,Office Table,223.06,3,0.05,10.95,Customer 273,Corporate
OD-2019506,2022-05-07,2022-05-12,South,Furniture,Chairs & Tables,Bookcase,287.2,1,0.0,43.56,Customer 149,Home Office
OD-2019507,2020-07-01,2020-07-08,West,Office Supplies,Stationery,Notebook Pack,532.2,5,0.05,69.8,Customer 211,Consumer
OD-2019508,2020-07-21,2020-07-28,West,Office Supplies,Stationery,Pen Set,556.67,1,0.0,164.47,Customer 128,Consumer
OD-2019509,2022-12-27,2022-12-30,North,Furniture,Chairs & Tables,Filing Cabinet,281.49,5,0.1,14.92,Customer 73,Home Office
OD-2019510,2022-07-19,2022-07-22,North,Office Supplies,Stationery,Markers,156.02,3,0.2,12.43,Customer 232,Consumer
OD-2019511,2022-07-21,2022-07-28,Central,Furniture,Chairs & Tables,Filing Cabinet,206.44,4,0.2,43.63,Customer 143,Home Office
OD-2019512,2023-12-02,2023-12-05,South,Technology,Gadgets,Wireless Mouse,89.18,4,0.25,19.82,Customer 298,Consumer
OD-2019513,2023-11-15,2023-11-22,North,Office Supplies,Stationery,Notebook Pack,1140.5,1,0.1,306.78,Customer 184,Consumer
OD-2019514,2023-06-18,2023-06-23,North,Technology,Gadgets,Samsung Galaxy S21,81.55,1,0.0,13.47,Customer 109,Corporate
OD-2019515,2020-07-03,2020-07-06,Central,Technology,Gadgets,Laptop Pro 15,116.21,4,0.1,22.47,Customer 296,Consumer
OD-2019516,2022-03-05,2022-03-12,East,Technology,Gadgets,Laptop Pro 15,20.62,1,0.0,5.67,Customer 24,Consumer
OD-2019517,2022-07-06,2022-07-13,East,Technology,Gadgets,iPhone 13,1079.29,2,0.2,198.25,Customer 81,Corporate
OD-2019518,2021-07-23,2021-07-24,West,Technology,Gadgets,Samsung Galaxy S21,113.27,2,0.1,31.82,Customer 155,Consumer
OD-2019519,2023-11-26,2023-11-29,South,Furniture,Chairs & Tables,Bookcase,584.47,4,0.2,32.7,Customer 43,Corporate
OD-2019520,2022-09-22,2022-09-28,North,Furniture,Chairs & Tables,Office Chair,43.56,2,0.05,7.64,Customer 157,Home Office
OD-2019521,2022-12-03,2022-12-10,East,Furniture,Chairs & Tables,Filing Cabinet,4528.11,5,0.15,441.91,Customer 49,Consumer
OD-2019522,2020-03-13,2020-03-17,Central,Furniture,Chairs & Tables,Wooden Desk,222.67,1,0.0,37.01,Customer 116,Home Office
OD-2019523,2022-10-24,2022-10-28,South,Furniture,Chairs & Tables,Office Chair,92.77,3,0.0,19.74,Customer 62,Corporate
OD-2019524,2022-11-22,2022-11-24,West,Technology,Gadgets,iPhone 13,61.61,2,0.05,13.1,Customer 197,Consumer
OD-2019525,2023-02-05,2023-02-12,South,Furniture,Chairs & Tables,Office Chair,202.75,1,0.1,29.44,Customer 189,Corporate
OD-2019526,2019-10-08,2019-10-12,East,Furniture,Chairs & Tables,Wooden Desk,163.67,1,0.1,23.92,Customer 272,Home Office
OD-2019527,2019-01-18,2019-01-23,North,Office Supplies,Stationery,Pen Set,431.66,4,0.0,120.25,Customer 180,Home Office
OD-2019528,2020-03-12,2020-03-18,North,Office Supplies,Stationery,Pen Set,191.02,4,0.1,41.44,Customer 227,Consumer
OD-2019529,2019-06-27,2019-06-28,Central,Furniture,Chairs & Tables,Office Chair,3714.93,3,0.0,940.38,Customer 197,Corporate
OD-2019530,2021-05-29,2021-06-01,South,Furniture,Chairs & Tables,Wooden Desk,1534.38,5,0.0,531.53,Customer 44,Consumer
OD-2019531,2022-02-07,2022-02-12,South,Office Supplies,Stationery,Paper Reams,73.76,1,0.3,6.12,Customer 14,Home Office
OD-2019532,2023-11-29,2023-12-02,Central,Furniture,Chairs & Tables,Office Table,171.42,3,0.05,10.05,Customer 261,Consumer
OD-2019533,2023-03-12,2023-03-16,West,Technology,Gadgets,iPhone 13,3535.22,3,0.0,978.78,Customer 254,Corporate
OD-2019534,2019-08-19,2019-08-21,East,Technology,Gadgets,Bluetooth Headset,4520.07,5,0.0,1522.25,Customer 271,Consumer
OD-2019535,2021-01-09,2021-01-12,Central,Furniture,Chairs & Tables,Filing Cabinet,281.92,5,0.1,75.61,Customer 216,Corporate
OD-2019536,2022-01-23,2022-01-29,East,Furniture,Chairs & Tables,Filing Cabinet,1370.67,1,0.05,215.7,Customer 9,Home Office
OD-2019537,2019-05-19,2019-05-20,East,Technology,Gadgets,Samsung Galaxy S21,392.33,4,0.1,75.04,Customer 31,Corporate
OD-2019538,2021-11-03,2021-11-06,North,Office Supplies,Stationery,Paper Reams,6706.26,5,0.05,1898.83,Customer 217,Home Office
OD-2019539,2021-04-03,2021-04-04,Central,Office Supplies,Stationery,Paper Reams,246.36,5,0.05,59.26,Customer 79,Corporate
OD-2019540,2019-06-21,2019-06-24,West,Furniture,Chairs & Tables,Office Table,6369.25,5,0.0,1427.61,Customer 80,Home Office
OD-2019541,2020-10-31,2020-11-04,South,Office Supplies,Stationery,Notebook Pack,245.03,5,0.15,23.37,Customer 224,Home Office
OD-2019542,2023-09-30,2023-10-02,East,Furniture,Chairs & Tables,Wooden Desk,109.69,5,0.0,16.21,Customer 223,Consumer
OD-2019543,2021-07-17,2021-07-22,South,Office Supplies,Stationery,Notebook Pack,99.03,2,0.05,5.82,Customer 90,Consumer
OD-2019544,2019-01-26,2019-02-01,West,Furniture,Chairs & Tables,Office Chair,105.86,1,0.0,35.91,Customer 255,Corporate
OD-2019545,2021-12-07,2021-12-12,West,Office Supplies,Stationery,Stapler,164.16,5,0.05,48.5,Customer 191,Consumer
OD-2019546,2023-03-16,2023-03-23,East,Technology,Gadgets,iPhone 13,831.08,5,0.0,239.57,Customer 172,Corporate
OD-2019547,2020-07-11,2020-07-16,Central,Furniture,Chairs & Tables,Bookcase,2250.84,4,0.25,159.76,Customer 40,Corporate
OD-2019548,2021-07-21,2021-07-26,North,Technology,Gadgets,iPhone 13,2750.87,3,0.05,807.69,Customer 291,Consumer
OD-2019549,2021-01-23,2021-01-25,Central,Technology,Gadgets,iPhone 13,151.07,2,0.0,42.08,Customer 60,Consumer
OD-2019550,2023-02-26,2023-03-03,East,Furniture,Chairs & Tables,Office Chair,4081.49,3,0.05,1038.04,Customer 126,Consumer
OD-2019551,2021-08-24,2021-08-27,West,Technology,Gadgets,Samsung Galaxy S21,6189.1,5,0.15,1469.63,Customer 19,Home Office
OD-2019552,2023-07-03,2023-07-09,West,Office Supplies,Stationery,Markers,912.97,4,0.0,75.57,Customer 165,Consumer
OD-2019553,2021-05-02,2021-05-08,East,Technology,Gadgets,Laptop Pro 15,86.24,4,0.0,10.53,Customer 293,Corporate
OD-2019554,2019-09-02,2019-09-07,West,Office Supplies,Stationery,Notebook Pack,3442.17,3,0.3,280.04,Customer 115,Home Office
OD-2019555,2019-04-05,2019-04-09,South,Furniture,Chairs & Tables,Filing Cabinet,326.26,2,0.1,75.69,Customer 160,Corporate
OD-2019556,2019-06-26,2019-07-01,South,Technology,Gadgets,iPhone 13,204.35,2,0.15,23.21,Customer 103,Corporate
OD-2019557,2022-02-28,2022-03-07,West,Technology,Gadgets,Bluetooth Headset,57.48,1,0.1,15.44,Customer 238,Corporate
OD-2019558,2022-04-26,2022-04-30,West,Furniture,Chairs & Tables,Office Table,61.1,3,0.1,3.89,Customer 78,Consumer
OD-2019559,2021-04-19,2021-04-20,South,Furniture,Chairs & Tables,Office Table,1706.13,5,0.15,424.56,Customer 5,Corporate
OD-2019560,2019-01-03,2019-01-10,South,Office Supplies,Stationery,Markers,81.75,1,0.0,13.88,Customer 54,Consumer
OD-2019561,2021-12-21,2021-12-23,East,Technology,Gadgets,Wireless Mouse,154.71,2,0.0,23.93,Customer 73,Home Office
OD-2019562,2020-07-27,2020-07-28,Central,Furniture,Chairs & Tables,Wooden Desk,85.61,3,0.0,26.6,Customer 212,Home Office
OD-2019563,2021-02-01,2021-02-05,Central,Office Supplies,Stationery,Notebook Pack,583.55,2,0.15,60.85,Customer 49,Home Office
OD-2019564,2019-10-01,2019-10-07,Central,Technology,Gadgets,iPhone 13,115.75,4,0.05,15.24,Customer 291,Consumer
OD-2019565,2021-06-09,2021-06-15,South,Furniture,Chairs & Tables,Wooden Desk,120.74,4,0.15,33.74,Customer 134,Corporate
OD-2019566,2023-06-29,2023-07-03,South,Office Supplies,Stationery,Stapler,456.43,3,0.05,51.08,Customer 232,Corporate
OD-2019567,2020-04-23,2020-04-24,Central,Furniture,Chairs & Tables,Wooden Desk,95.67,1,0.0,16.73,Customer 56,Consumer
OD-2019568,2019-08-05,2019-08-07,South,Technology,Gadgets,Wireless Mouse,148.14,1,0.1,41.34,Customer 209,Consumer
OD-2019569,2022-01-02,2022-01-05,South,Furniture,Chairs & Tables,Filing Cabinet,1782.86,2,0.1,386.91,Customer 238,Corporate
OD-2019570,2023-10-12,2023-10-13,South,Furniture,Chairs & Tables,Wooden Desk,65.57,2,0.15,16.23,Customer 21,Consumer
OD-2019571,2023-09-08,2023-09-15,East,Technology,Gadgets,Samsung Galaxy S21,5304.33,4,0.0,1055.61,Customer 128,Corporate
OD-2019572,2021-03-22,2021-03-27,South,Furniture,Chairs & Tables,Bookcase,66.89,2,0.1,7.91,Customer 90,Consumer
OD-2019573,2021-04-08,2021-04-15,Central,Technology,Gadgets,Bluetooth Headset,475.01,1,0.05,28.91,Customer 128,Consumer
OD-2019574,2021-08-04,2021-08-05,East,Furniture,Chairs & Tables,Office Chair,213.33,1,0.05,30.83,Customer 32,Consumer
OD-2019575,2019-09-25,2019-09-27,East,Technology,Gadgets,Laptop Pro 15,1933.09,4,0.25,432.07,Customer 299,Home Office
OD-2019576,2020-06-14,2020-06-21,East,Furniture,Chairs & Tables,Office Chair,159.45,3,0.2,28.26,Customer 102,Home Office
OD-2019577,2021-06-27,2021-07-04,South,Furniture,Chairs & Tables,Office Chair,103.68,2,0.2,13.54,Customer 63,Consumer
OD-2019578,2021-08-02,2021-08-03,North,Furniture,Chairs & Tables,Office Table,193.57,4,0.1,34.52,Customer 203,Corporate
OD-2019579,2019-03-02,2019-03-06,West,Office Supplies,Stationery,Markers,1342.62,1,0.1,110.85,Customer 182,Consumer
OD-2019580,2020-01-19,2020-01-22,West,Technology,Gadgets,Wireless Mouse,562.55,5,0.0,75.12,Customer 18,Home Office
OD-2019581,2022-06-22,2022-06-27,North,Furniture,Chairs & Tables,Bookcase,65.11,3,0.25,6.38,Customer 211,Home Office
OD-2019582,2021-09-08,2021-09-09,North,Furniture,Chairs & Tables,Bookcase,215.37,4,0.3,12.28,Customer 71,Corporate
OD-2019583,2020-02-13,2020-02-19,Central,Office Supplies,Stationery,Pen Set,2090.39,4,0.0,502.38,Customer 10,Corporate
OD-2019584,2023-05-21,2023-05-27,Central,Technology,Gadgets,Wireless Mouse,1440.71,3,0.15,214.25,Customer 249,Corporate
OD-2019585,2022-03-04,2022-03-09,South,Technology,Gadgets,Wireless Mouse,420.03,5,0.0,103.83,Customer 93,Consumer
OD-2019586,2020-10-15,2020-10-20,South,Furniture,Chairs & Tables,Office Chair,506.71,3,0.0,128.37,Customer 30,Corporate
OD-2019587,2021-12-20,2021-12-23,West,Office Supplies,Stationery,Pen Set,154.34,5,0.25,10.15,Customer 52,Consumer
OD-2019588,2022-09-07,2022-09-09,East,Technology,Gadgets,Bluetooth Headset,485.53,3,0.05,121.75,Customer 113,Home Office
OD-2019589,2023-09-30,2023-10-07,West,Technology,Gadgets,Laptop Pro 15,72.53,1,0.0,18.14,Customer 91,Consumer
OD-2019590,2022-04-28,2022-05-01,Central,Office Supplies,Stationery,Stapler,165.96,1,0.05,12.61,Customer 15,Home Office
OD-2019591,2022-12-05,2022-12-08,West,Office Supplies,Stationery,Paper Reams,226.44,2,0.15,50.59,Customer 289,Consumer
OD-2019592,2023-09-10,2023-09-17,South,Technology,Gadgets,Bluetooth Headset,104.86,2,0.05,20.85,Customer 90,Corporate
OD-2019593,2019-03-19,2019-03-20,Central,Furniture,Chairs & Tables,Wooden Desk,1313.97,4,0.2,65.7,Customer 113,Consumer
OD-2019594,2021-12-14,2021-12-18,Central,Furniture,Chairs & Tables,Bookcase,330.74,2,0.05,40.9,Customer 104,Consumer
OD-2019595,2020-11-28,2020-12-04,East,Furniture,Chairs & Tables,Bookcase,292.89,1,0.2,52.16,Customer 12,Consumer
OD-2019596,2022-04-16,2022-04-22,Central,Furniture,Chairs & Tables,Office Chair,2463.64,2,0.05,244.63,Customer 187,Consumer
OD-2019597,2021-02-04,2021-02-10,Central,Office Supplies,Stationery,Markers,2761.57,5,0.05,405.14,Customer 52,Corporate
OD-2019598,2020-09-10,2020-09-13,North,Furniture,Chairs & Tables,Wooden Desk,5196.49,4,0.05,1549.01,Customer 250,Home Office
OD-2019599,2020-10-11,2020-10-13,Central,Office Supplies,Stationery,Paper Reams,1589.09,3,0.15,313.16,Customer 183,Consumer
OD-2019600,2022-09-25,2022-09-30,South,Furniture,Chairs & Tables,Filing Cabinet,735.35,5,0.2,154.74,Customer 151,Consumer
OD-2019601,2019-12-30,2020-01-05,North,Furniture,Chairs & Tables,Office Table,160.6,5,0.05,10.36,Customer 291,Consumer
OD-2019602,2020-01-08,2020-01-13,West,Technology,Gadgets,Bluetooth Headset,3412.61,4,0.3,290.83,Customer 290,Consumer
OD-2019603,2021-10-13,2021-10-15,West,Technology,Gadgets,iPhone 13,129.47,4,0.1,32.99,Customer 178,Corporate
OD-2019604,2019-12-10,2019-12-16,North,Furniture,Chairs & Tables,Bookcase,1314.15,1,0.1,377.08,Customer 6,Corporate
OD-2019605,2020-03-05,2020-03-07,South,Office Supplies,Stationery,Notebook Pack,810.42,1,0.0,279.19,Customer 132,Consumer
OD-2019606,2023-01-15,2023-01-16,North,Furniture,Chairs & Tables,Filing Cabinet,4809.51,4,0.0,1564.27,Customer 215,Consumer
OD-2019607,2023-12-17,2023-12-21,South,Technology,Gadgets,Wireless Mouse,2256.06,4,0.1,139.41,Customer 280,Corporate
OD-2019608,2019-07-27,2019-08-03,West,Technology,Gadgets,Bluetooth Headset,28.55,1,0.1,4.74,Customer 84,Corporate
OD-2019609,2019-05-31,2019-06-07,East,Furniture,Chairs & Tables,Bookcase,30.31,1,0.15,4.03,Customer 164,Corporate
OD-2019610,2019-08-03,2019-08-04,North,Technology,Gadgets,Samsung Galaxy S21,228.49,2,0.1,67.57,Customer 83,Home Office
OD-2019611,2019-06-03,2019-06-08,Central,Furniture,Chairs & Tables,Bookcase,1577.7,2,0.05,327.13,Customer 248,Home Office
